,Static (M),Dynamic Allocation,Static (M),Static (M),Static (M),Static (M),Static (M)
2021-01-15 15:34:40.112396,,,,-0.021279177084288,,,
2021-01-18 13:09:40.203909,-0.0529626324706731,,,,,,
2021-01-18 15:34:40.112396,,,,-0.017693153033597,,,
2021-01-19 13:09:40.203909,-0.0439322238534463,,,,,,
2021-01-19 15:34:40.112396,,,,-0.0021147822543844,,,
2021-01-20 13:09:40.203909,-0.0435537927564066,,,,,,
2021-01-20 15:34:40.112396,,,,-0.011327141717587,,,
2021-01-21 13:09:40.203909,-0.0277124883113408,,,,,,
2021-01-21 15:34:40.112396,,,,-0.0335286900226629,,,
2021-01-22 13:09:40.203909,-0.0167457163076973,,,,,,
2021-01-22 15:34:40.112396,,,,-0.0313167621067684,,,
2021-01-25 13:09:40.203909,-0.0166922068519477,,,,,,
2021-01-25 15:34:40.112396,,,,-0.0322906381876556,,,
2021-01-26 13:09:40.203909,-0.0097696393394596,,,,,,
2021-01-26 15:34:40.112396,,,,-0.0252542576471982,,,
2021-01-27 13:09:40.203909,-0.0153729580271465,,,,,,
2021-01-27 15:34:40.112396,,,,-0.0268559370501956,,,
2021-01-28 13:09:40.203909,-0.0231352431750933,,,,,,
2021-01-28 15:34:40.112396,,,,-0.0293202661581525,,,
2021-01-29 13:09:40.203909,-0.0189941069873241,,,,,,
2021-01-29 15:34:40.112396,,,,-0.0385247583949124,,,
2021-02-01 13:09:40.203909,-0.0146500336570576,,,,,,
2021-02-01 15:34:40.112396,,,,-0.0341208806529462,,,
2021-02-02 13:09:40.203909,-0.0081381329108434,,,,,,
2021-02-02 15:34:40.112396,,,,-0.0452056052937148,,,
2021-02-03 13:09:40.203909,0.0,,,,,,
2021-02-03 15:34:40.112396,,,,-0.0378682620667056,,,
2021-02-04 13:09:40.203909,0.0,,,,,,
2021-02-04 15:34:40.112396,,,,-0.0297978561869367,,,
2021-02-05 13:09:40.203909,0.0,,,,,,
2021-02-05 15:34:40.112396,,,,-0.0073896188243265,,,
2021-02-08 13:09:40.203909,0.0,,,,,,
2021-02-08 15:34:40.112396,,,,-0.0143617188895355,,,
2021-02-09 13:09:40.203909,0.0,,,,,,
2021-02-09 15:34:40.112396,,,,-0.0036464711056404,,,
2021-02-10 13:09:40.203909,0.0,,,,,,
2021-02-10 15:34:40.112396,,,,0.0,,,
2021-02-11 13:09:40.203909,-0.0143178066214012,,,,,,
2021-02-11 15:34:40.112396,,,,-7.94897137594841e-05,,,
2021-02-12 13:09:40.203909,-0.0183569236406275,,,,,,
2021-02-12 15:34:40.112396,,,,-0.0020750999648563,,,
2021-02-15 13:09:40.203909,-0.0126772063424193,,,,,,
2021-02-15 15:34:40.112396,,,,-0.0102698058115665,,,
2021-02-16 13:09:40.203909,-0.0127749147445739,,,,,,
2021-02-16 15:34:40.112396,,,,0.0,,,
2021-02-17 13:09:40.203909,-0.0013225224334073,,,,,,
2021-02-17 15:34:40.112396,,,,0.0,,,
2021-02-18 13:09:40.203909,-0.0008276950759658,,,,,,
2021-02-18 15:34:40.112396,,,,-1.832123264089436e-05,,,
2021-02-19 13:09:40.203909,-0.0067021047584542,,,,,,
2021-02-19 15:34:40.112396,,,,-0.010931287312219,,,
2021-02-22 13:09:40.203909,-0.0195889785188159,,,,,,
2021-02-22 15:34:40.112396,,,,-0.0280875519314665,,,
2021-02-23 13:09:40.203909,-0.0206764591867643,,,,,,
2021-02-23 15:34:40.112396,,,,-0.026682738598319,,,
2021-02-24 13:09:40.203909,-0.0117684905140874,,,,,,
2021-02-24 15:34:40.112396,,,,-0.0305124447284101,,,
2021-02-25 13:09:40.203909,-0.0055454509739951,,,,,,
2021-02-25 15:34:40.112396,,,,-0.0413511050330062,,,
2021-02-26 13:09:40.203909,-0.0032354906218476,,,,,,
2021-02-26 15:34:40.112396,,,,-0.038776912967294,,,
2021-03-01 13:09:40.203909,0.0,,,,,,
2021-03-01 15:34:40.112396,,,,-0.0170265323933275,,,
2021-03-02 13:09:40.203909,-0.0133775334575192,,,,,,
2021-03-02 15:34:40.112396,,,,-0.0231788111644256,,,
2021-03-03 13:09:40.203909,-0.0238178790675503,,,,,,
2021-03-03 15:34:40.112396,,,,-0.0214312057792442,,,
2021-03-04 13:09:40.203909,-0.0288917435793512,,,,,,
2021-03-04 15:34:40.112396,,,,0.0,,,
2021-03-05 13:09:40.203909,-0.0379792937641729,,,,,,
2021-03-05 15:34:40.112396,,,,0.0,,,
2021-03-08 13:09:40.203909,-0.0471124175228984,,,,,,
2021-03-08 15:34:40.112396,,,,-0.0134723229196567,,,
2021-03-09 13:09:40.203909,-0.0577971724883799,,,,,,
2021-03-09 15:34:40.112396,,,,-0.0126215564059712,,,
2021-03-10 13:09:40.203909,-0.0587980842852715,,,,,,
2021-03-10 15:34:40.112396,,,,-0.0134449967064563,,,
2021-03-11 13:09:40.203909,-0.0529661013470732,,,,,,
2021-03-11 15:34:40.112396,,,,-0.0139333067646465,,,
2021-03-12 13:09:40.203909,-0.054987220297324,,,,,,
2021-03-12 15:34:40.112396,,,,-0.0107505284933803,,,
2021-03-15 13:09:40.203909,-0.0565794753575813,,,,,,
2021-03-15 15:34:40.112396,,,,-0.0123999260121602,,,
2021-03-16 13:09:40.203909,-0.0511677585783436,,,,,,
2021-03-16 15:34:40.112396,,,,-0.0097183752774289,,,
2021-03-17 13:09:40.203909,-0.0487180289980488,,,,,,
2021-03-17 15:34:40.112396,,,,0.0,,,
2021-03-18 13:09:40.203909,-0.0436124293838934,,,,,,
2021-03-18 15:34:40.112396,,,,-0.0076355327565051,,,
2021-03-19 13:09:40.203909,-0.0411474214694549,,,,,,
2021-03-19 15:34:40.112396,,,,0.0,,,
2021-03-22 13:09:40.203909,-0.0396759092042613,,,,,,
2021-03-22 15:34:40.112396,,,,0.0,,,
2021-03-23 13:09:40.203909,-0.0350658645919412,,,,,,
2021-03-23 15:34:40.112396,,,,0.0,,,
2021-03-24 13:09:40.203909,-0.0384570875045593,,,,,,
2021-03-24 15:34:40.112396,,,,0.0,,,
2021-03-25 13:09:40.203909,-0.0295158673687204,,,,,,
2021-03-25 15:34:40.112396,,,,-0.0122016626804248,,,
2021-03-26 13:09:40.203909,-0.0239207374987646,,,,,,
2021-03-26 15:34:40.112396,,,,-0.0242638779250184,,,
2021-03-29 13:09:40.203909,-0.0196990617900145,,,,,,
2021-03-29 15:34:40.112396,,,,-0.0266607473138397,,,
2021-03-30 13:09:40.203909,-0.0242233919403775,,,,,,
2021-03-30 15:34:40.112396,,,,-0.0377870155748378,,,
2021-03-31 13:09:40.203909,-0.0140685732326442,,,,,,
2021-03-31 15:34:40.112396,,,,-0.0339953059495218,,,
2021-04-01 13:09:40.203909,-0.0054066004420505,,,,,,
2021-04-01 15:34:40.112396,,,,-0.0242065221685006,,,
2021-04-02 13:09:40.203909,-0.0123265090253715,,,,,,
2021-04-02 15:34:40.112396,,,,-0.0467352238603238,,,
2021-04-05 13:09:40.203909,-0.0107089617288831,,,,,,
2021-04-05 15:34:40.112396,,,,-0.0517648309643372,,,
2021-04-06 13:09:40.203909,-0.0105974019257492,,,,,,
2021-04-06 15:34:40.112396,,,,-0.0449831306068395,,,
2021-04-07 13:09:40.203909,-0.018358436996324,,,,,,
2021-04-07 15:34:40.112396,,,,-0.0308202572105065,,,
2021-04-08 13:09:40.203909,-0.0175672760518168,,,,,,
2021-04-08 15:34:40.112396,,,,-0.0285239918641777,,,
2021-04-09 13:09:40.203909,-0.0193603954124629,,,,,,
2021-04-09 15:34:40.112396,,,,-0.0311725310785374,,,
2021-04-12 13:09:40.203909,-0.0269574618600545,,,,,,
2021-04-12 15:34:40.112396,,,,-0.0168613827544161,,,
2021-04-13 13:09:40.203909,-0.0168040747585846,,,,,,
2021-04-13 15:34:40.112396,,,,-0.0179530893405689,,,
2021-04-14 13:09:40.203909,-0.0200924829403071,,,,,,
2021-04-14 15:34:40.112396,,,,-0.0285913976721224,,,
2021-04-15 13:09:40.203909,-0.0184316841346636,,,,,,
2021-04-15 15:34:40.112396,,,,-0.0314324260168172,,,
2021-04-16 13:09:40.203909,-0.0140279260614355,,,,,,
2021-04-16 15:34:40.112396,,,,-0.0405648133865264,,,
2021-04-19 13:09:40.203909,-0.0238663572641554,,,,,,
2021-04-19 15:34:40.112396,,,,-0.0349788242321792,,,
2021-04-20 13:09:40.203909,-0.0189792489461404,,,,,,
2021-04-20 15:34:40.112396,,,,-0.0368405805732342,,,
2021-04-21 13:09:40.203909,-0.0230437572802015,,,,,,
2021-04-21 15:34:40.112396,,,,-0.0489729210789063,,,
2021-04-22 13:09:40.203909,-0.0273639524688166,,,,,,
2021-04-22 15:34:40.112396,,,,-0.0683269229341811,,,
2021-04-23 13:09:40.203909,-0.0292149366050279,,,,,,
2021-04-23 15:34:40.112396,,,,-0.0828409378244517,,,
2021-04-26 13:09:40.203909,-0.0275415414704878,,,,,,
2021-04-26 15:34:40.112396,,,,-0.0894837711669407,,,
2021-04-27 13:09:40.203909,-0.0214774130008251,,,,,,
2021-04-27 15:34:40.112396,,,,-0.0885588556569511,,,
2021-04-28 13:09:40.203909,-0.0177156044913818,,,,,,
2021-04-28 15:34:40.112396,,,,-0.0982959971317058,,,
2021-04-29 13:09:40.203909,-0.0034243295002988,,,,,,
2021-04-29 15:34:40.112396,,,,-0.095602977020334,,,
2021-04-30 13:09:40.203909,0.0,,,,,,
2021-04-30 15:34:40.112396,,,,-0.097779771541301,,,
2021-05-03 13:09:40.203909,-0.0050473765498221,,,,,,
2021-05-03 15:34:40.112396,,,,-0.101438238336024,,,
2021-05-04 13:09:40.203909,0.0,,,,,,
2021-05-04 15:34:40.112396,,,,-0.1037074523942853,,,
2021-05-05 13:09:40.203909,0.0,,,,,,
2021-05-05 15:34:40.112396,,,,-0.0955962497493485,,,
2021-05-06 13:09:40.203909,-0.0041235389577136,,,,,,
2021-05-06 15:34:40.112396,,,,-0.0918217227302721,,,
2021-05-07 13:09:40.203909,0.0,,,,,,
2021-05-07 15:34:40.112396,,,,-0.0895824305486849,,,
2021-05-10 13:09:40.203909,-0.0051261059590019,,,,,,
2021-05-10 15:34:40.112396,,,,-0.0833428299465057,,,
2021-05-11 13:09:40.203909,-0.0044109290716253,,,,,,
2021-05-11 15:34:40.112396,,,,-0.0817392882451671,,,
2021-05-12 13:09:40.203909,-0.0032488651386342,,,,,,
2021-05-12 15:34:40.112396,,,,-0.0786682024707697,,,
2021-05-13 13:09:40.203909,-0.0057630496808182,,,,,,
2021-05-13 15:34:40.112396,,,,-0.091078957314058,,,
2021-05-14 13:09:40.203909,-0.0029788158095225,,,,,,
2021-05-14 15:34:40.112396,,,,-0.0974661232321013,,,
2021-05-17 13:09:40.203909,0.0,,,,,,
2021-05-17 15:34:40.112396,,,,-0.0891264969990924,,,
2021-05-18 13:09:40.203909,-0.0098216369620608,,,,,,
2021-05-18 15:34:40.112396,,,,-0.0829029505147301,,,
2021-05-19 13:09:40.203909,-0.0115519469432489,,,,,,
2021-05-19 15:34:40.112396,,,,-0.0772828087826335,,,
2021-05-20 13:09:40.203909,-0.0159488403504164,,,,,,
2021-05-20 15:34:40.112396,,,,-0.0799527154285802,,,
2021-05-21 13:09:40.203909,-0.019031831114552,,,,,,
2021-05-21 15:34:40.112396,,,,-0.0738227671402489,,,
2021-05-24 13:09:40.203909,-0.015414210087384,,,,,,
2021-05-24 15:34:40.112396,,,,-0.080283905758818,,,
2021-05-25 13:09:40.203909,-0.0078195658319256,,,,,,
2021-05-25 15:34:40.112396,,,,-0.0801098581987812,,,
2021-05-26 13:09:40.203909,-0.0124053348304582,,,,,,
2021-05-26 15:34:40.112396,,,,-0.0746903717110893,,,
2021-05-27 13:09:40.203909,0.0,,,,,,
2021-05-27 15:34:40.112396,,,,-0.0734085008959866,,,
2021-05-28 13:09:40.203909,0.0,,,,,,
2021-05-28 15:34:40.112396,,,,-0.0659046755880834,,,
2021-05-31 13:09:40.203909,0.0,,,,,,
2021-05-31 15:34:40.112396,,,,-0.0639709171407111,,,
2021-06-01 13:09:40.203909,0.0,,,,,,
2021-06-01 15:34:40.112396,,,,-0.0735699481449436,,,
2021-06-02 13:09:40.203909,-0.0011571801050148,,,,,,
2021-06-02 15:34:40.112396,,,,-0.069761734851812,,,
2021-06-03 13:09:40.203909,0.0,,,,,,
2021-06-03 15:34:40.112396,,,,-0.0719712232222867,,,
2021-06-04 13:09:40.203909,0.0,,,,,,
2021-06-04 15:34:40.112396,,,,-0.0741887498643573,,,
2021-06-07 13:09:40.203909,0.0,,,,,,
2021-06-07 15:34:40.112396,,,,-0.0760439800649593,,,
2021-06-08 13:09:40.203909,-0.0002994752520272,,,,,,
2021-06-08 15:34:40.112396,,,,-0.0579167292224623,,,
2021-06-09 13:09:40.203909,0.0,,,,,,
2021-06-09 15:34:40.112396,,,,-0.0582348928390415,,,
2021-06-10 13:09:40.203909,-0.0104380537185763,,,,,,
2021-06-10 15:34:40.112396,,,,-0.063116236354884,,,
2021-06-11 13:09:40.203909,-0.0015473652802648,,,,,,
2021-06-11 15:34:40.112396,,,,-0.0539787416300228,,,
2021-06-14 13:09:40.203909,0.0,,,,,,
2021-06-14 15:34:40.112396,,,,-0.0337230268163873,,,
2021-06-15 13:09:40.203909,-5.688827340499802e-05,,,,,,
2021-06-15 15:34:40.112396,,,,-0.0364172590469408,,,
2021-06-16 13:09:40.203909,0.0,,,,,,
2021-06-16 15:34:40.112396,,,,-0.0245615882881613,,,
2021-06-17 13:09:40.203909,-0.0008665835657546,,,,,,
2021-06-17 15:34:40.112396,,,,-0.0128197439564468,,,
2021-06-18 13:09:40.203909,-0.001924422622908,,,,,,
2021-06-18 15:34:40.112396,,,,-0.0069651894025317,,,
2021-06-21 13:09:40.203909,-0.0054517132382773,,,,,,
2021-06-21 15:34:40.112396,,,,-0.0154221734578079,,,
2021-06-22 13:09:40.203909,-0.0019889373463904,,,,,,
2021-06-22 15:34:40.112396,,,,-0.0089645374236977,,,
2021-06-23 13:09:40.203909,0.0,,,,,,
2021-06-23 15:34:40.112396,,,,-0.0001955266058421,,,
2021-06-24 13:09:40.203909,0.0,,,,,,
2021-06-24 15:34:40.112396,,,,-0.0010848560338205,,,
2021-06-25 13:09:40.203909,-0.0022329319860837,,,,,,
2021-06-25 15:34:40.112396,,,,0.0,,,
2021-06-28 13:09:40.203909,0.0,,,,,,
2021-06-28 15:34:40.112396,,,,0.0,,,
2021-06-29 13:09:40.203909,-0.001767953245725,,,,,,
2021-06-29 15:34:40.112396,,,,0.0,,,
2021-06-30 13:09:40.203909,-0.0099164502724552,,,,,,
2021-06-30 15:34:40.112396,,,,0.0,,,
2021-07-01 13:09:40.203909,-0.0078514826476479,,,,,,
2021-07-01 15:34:40.112396,,,,-0.0084172096255698,,,
2021-07-02 13:09:40.203909,-0.0157985257945693,,,,,,
2021-07-02 15:34:40.112396,,,,-0.0165387032951299,,,
2021-07-05 13:09:40.203909,-0.0114509994575472,,,,,,
2021-07-05 15:34:40.112396,,,,-0.010615836964162,,,
2021-07-06 13:09:40.203909,-0.0078841774774227,,,,,,
2021-07-06 15:34:40.112396,,,,0.0,,,
2021-07-07 13:09:40.203909,-0.0007874629828932,,,,,,
2021-07-07 15:34:40.112396,,,,-9.80823177613166e-05,,,
2021-07-08 13:09:40.203909,0.0,,,,,,
2021-07-08 15:34:40.112396,,,,0.0,,,
2021-07-09 13:09:40.203909,-0.0032875095586227,,,,,,
2021-07-09 15:34:40.112396,,,,-0.0029050529513865,,,
2021-07-12 13:09:40.203909,-0.0014127030644754,,,,,,
2021-07-12 15:34:40.112396,,,,-0.0025970270757468,,,
2021-07-13 13:09:40.203909,0.0,,,,,,
2021-07-13 15:34:40.112396,,,,0.0,,,
2021-07-14 13:09:40.203909,0.0,,,,,,
2021-07-14 15:34:40.112396,,,,-0.0006076652725484,,,
2021-07-15 13:09:40.203909,-0.0007514197748643,,,,,,
2021-07-15 15:34:40.112396,,,,0.0,,,
2021-07-16 13:09:40.203909,0.0,,,,,,
2021-07-16 15:34:40.112396,,,,-0.0100655908524103,,,
2021-07-19 13:09:40.203909,-0.0093422927905624,,,,,,
2021-07-19 15:34:40.112396,,,,-0.0044769281970188,,,
2021-07-20 13:09:40.203909,-0.0134572180008554,,,,,,
2021-07-20 15:34:40.112396,,,,0.0,,,
2021-07-21 13:09:40.203909,-0.0105175153503705,,,,,,
2021-07-21 15:34:40.112396,,,,-0.0028004920765374,,,
2021-07-22 13:09:40.203909,-0.0139485407822591,,,,,,
2021-07-22 15:34:40.112396,,,,-0.0011810998468322,,,
2021-07-23 13:09:40.203909,-0.0142945874059744,,,,,,
2021-07-23 15:34:40.112396,,,,0.0,,,
2021-07-26 13:09:40.203909,-0.0108714168168206,,,,,,
2021-07-26 15:34:40.112396,,,,-0.0024253042994701,,,
2021-07-27 13:09:40.203909,-0.0027021364914313,,,,,,
2021-07-27 15:34:40.112396,,,,0.0,,,
2021-07-28 13:09:40.203909,0.0,,,,,,
2021-07-28 15:34:40.112396,,,,0.0,,,
2021-07-29 13:09:40.203909,-0.0002367844593235,,,,,,
2021-07-29 15:34:40.112396,,,,0.0,,,
2021-07-30 13:09:40.203909,-0.0047233183834952,,,,,,
2021-07-30 15:34:40.112396,,,,0.0,,,
2021-08-02 13:09:40.203909,0.0,,,,,,
2021-08-02 15:34:40.112396,,,,-0.0061831769379392,,,
2021-08-03 13:09:40.203909,-0.0007967284751048,,,,,,
2021-08-03 15:34:40.112396,,,,0.0,,,
2021-08-04 13:09:40.203909,-0.0009039956269903,,,,,,
2021-08-04 15:34:40.112396,,,,0.0,,,
2021-08-05 13:09:40.203909,0.0,,,,,,
2021-08-05 15:34:40.112396,,,,-0.0018533093991788,,,
2021-08-06 13:09:40.203909,0.0,,,,,,
2021-08-06 15:34:40.112396,,,,-0.000803948830101,,,
2021-08-09 13:09:40.203909,-0.0002748786825669,,,,,,
2021-08-09 15:34:40.112396,,,,0.0,,,
2021-08-10 13:09:40.203909,0.0,,,,,,
2021-08-10 15:34:40.112396,,,,0.0,,,
2021-08-11 13:09:40.203909,0.0,,,,,,
2021-08-11 15:34:40.112396,,,,0.0,,,
2021-08-12 13:09:40.203909,0.0,,,,,,
2021-08-12 15:34:40.112396,,,,-0.0063250146266516,,,
2021-08-13 13:09:40.203909,0.0,,,,,,
2021-08-13 15:34:40.112396,,,,-0.0053441728395384,,,
2021-08-16 13:09:40.203909,0.0,,,,,,
2021-08-16 15:34:40.112396,,,,-0.0134985010240071,,,
2021-08-17 13:09:40.203909,0.0,,,,,,
2021-08-17 15:34:40.112396,,,,-0.0117601503770624,,,
2021-08-18 13:09:40.203909,0.0,,,,,,
2021-08-18 15:34:40.112396,,,,-0.0010042066649754,,,
2021-08-19 13:09:40.203909,-0.0094816878040009,,,,,,
2021-08-19 15:34:40.112396,,,,0.0,,,
2021-08-20 13:09:40.203909,-0.0084573889474959,,,,,,
2021-08-20 15:34:40.112396,,,,0.0,,,
2021-08-23 13:09:40.203909,-0.0081249567954728,,,,,,
2021-08-23 15:34:40.112396,,,,-0.0180021540565871,,,
2021-08-24 13:09:40.203909,-0.0051706813148256,,,,,,
2021-08-24 15:34:40.112396,,,,-0.0205290021880854,,,
2021-08-25 13:09:40.203909,0.0,,,,,,
2021-08-25 15:34:40.112396,,,,-0.0381085628820873,,,
2021-08-26 13:09:40.203909,0.0,,,,,,
2021-08-26 15:34:40.112396,,,,-0.0471820854467263,,,
2021-08-27 13:09:40.203909,-0.0065646260319204,,,,,,
2021-08-27 15:34:40.112396,,,,-0.0611399887450834,,,
2021-08-30 13:09:40.203909,-0.0094853919761617,,,,,,
2021-08-30 15:34:40.112396,,,,-0.0449463268607193,,,
2021-08-31 13:09:40.203909,-0.0007881169618507,,,,,,
2021-08-31 15:34:40.112396,,,,-0.0435918505803611,,,
2021-09-01 13:09:40.203909,-0.0032006457341852,,,,,,
2021-09-01 15:34:40.112396,,,,-0.0425562202875742,,,
2021-09-02 13:09:40.203909,0.0,,,,,,
2021-09-02 15:34:40.112396,,,,-0.0301668610112575,,,
2021-09-03 13:09:40.203909,-0.0016420547391693,,,,,,
2021-09-03 15:34:40.112396,,,,-0.0360850431100745,,,
2021-09-06 13:09:40.203909,-0.0005679747815345,,,,,,
2021-09-06 15:34:40.112396,,,,-0.0361633106916602,,,
2021-09-07 13:09:40.203909,-0.0011464317805032,,,,,,
2021-09-07 15:34:40.112396,,,,-0.022638834481416,,,
2021-09-08 13:09:40.203909,-0.0005349905096649,,,,,,
2021-09-08 15:34:40.112396,,,,-0.0222427982513873,,,
2021-09-09 13:09:40.203909,-0.0012395233618143,,,,,,
2021-09-09 15:34:40.112396,,,,-0.0320139725900509,,,
2021-09-10 13:09:40.203909,-0.0058767928600794,,,,,,
2021-09-10 15:34:40.112396,,,,-0.0197873014213193,,,
2021-09-13 13:09:40.203909,-0.0082565977178941,,,,,,
2021-09-13 15:34:40.112396,,,,-0.0028725528158726,,,
2021-09-14 13:09:40.203909,-0.0152653953852113,,,,,,
2021-09-14 15:34:40.112396,,,,0.0,,,
2021-09-15 13:09:40.203909,-0.0220728665022885,,,,,,
2021-09-15 15:34:40.112396,,,,-0.0100153681185172,,,
2021-09-16 13:09:40.203909,-0.0223778433015324,,,,,,
2021-09-16 15:34:40.112396,,,,-0.0126860924608147,,,
2021-09-17 13:09:40.203909,-0.0200403131860861,,,,,,
2021-09-17 15:34:40.112396,,,,-0.010652569861651,,,
2021-09-20 13:09:40.203909,-0.0148517426243189,,,,,,
2021-09-20 15:34:40.112396,,,,0.0,,,
2021-09-21 13:09:40.203909,-0.0066116522127996,,,,,,
2021-09-21 15:34:40.112396,,,,0.0,,,
2021-09-22 13:09:40.203909,0.0,,,,,,
2021-09-22 15:34:40.112396,,,,-0.0041963166491447,,,
2021-09-23 13:09:40.203909,0.0,,,,,,
2021-09-23 15:34:40.112396,,,,-0.0036899298986566,,,
2021-09-24 13:09:40.203909,0.0,,,,,,
2021-09-24 15:34:40.112396,,,,-0.0049432789274926,,,
2021-09-27 13:09:40.203909,0.0,,,,,,
2021-09-27 15:34:40.112396,,,,0.0,,,
2021-09-28 13:09:40.203909,0.0,,,,,,
2021-09-28 15:34:40.112396,,,,0.0,,,
2021-09-29 13:09:40.203909,0.0,,,,,,
2021-09-29 15:34:40.112396,,,,0.0,,,
2021-09-30 13:09:40.203909,0.0,,,,,,
2021-09-30 15:34:40.112396,,,,0.0,,,
2021-10-01 13:09:40.203909,0.0,,,,,,
2021-10-01 15:34:40.112396,,,,0.0,,,
2021-10-04 13:09:40.203909,0.0,,,,,,
2021-10-04 15:34:40.112396,,,,0.0,,,
2021-10-05 13:09:40.203909,0.0,,,,,,
2021-10-05 15:34:40.112396,,,,0.0,,,
2021-10-06 13:09:40.203909,0.0,,,,,,
2021-10-06 15:34:40.112396,,,,0.0,,,
2021-10-07 13:09:40.203909,0.0,,,,,,
2021-10-07 15:34:40.112396,,,,0.0,,,
2021-10-08 13:09:40.203909,0.0,,,,,,
2021-10-08 15:34:40.112396,,,,-0.0002568826405856,,,
2021-10-11 13:09:40.203909,0.0,,,,,,
2021-10-11 15:34:40.112396,,,,0.0,,,
2021-10-12 13:09:40.203909,-0.0077947318729392,,,,,,
2021-10-12 15:34:40.112396,,,,-0.0096853109868204,,,
2021-10-13 13:09:40.203909,-0.0190697411926317,,,,,,
2021-10-13 15:34:40.112396,,,,-0.0066357833193652,,,
2021-10-14 13:09:40.203909,-0.0103095769226928,,,,,,
2021-10-14 15:34:40.112396,,,,0.0,,,
2021-10-15 13:09:40.203909,-0.0075997624562664,,,,,,
2021-10-15 15:34:40.112396,,,,-0.0133517008734499,,,
2021-10-18 13:09:40.203909,-0.0027302437953481,,,,,,
2021-10-18 15:34:40.112396,,,,-0.00356629407521,,,
2021-10-19 13:09:40.203909,-0.0088625995669682,,,,,,
2021-10-19 15:34:40.112396,,,,0.0,,,
2021-10-20 13:09:40.203909,-0.0118890126742113,,,,,,
2021-10-20 15:34:40.112396,,,,0.0,,,
2021-10-21 13:09:40.203909,-0.0077993881026339,,,,,,
2021-10-21 15:34:40.112396,,,,-0.0122120878862289,,,
2021-10-22 13:09:40.203909,-0.0018731208679777,,,,,,
2021-10-22 15:34:40.112396,,,,-0.005421171751102,,,
2021-10-25 13:09:40.203909,0.0,,,,,,
2021-10-25 15:34:40.112396,,,,0.0,,,
2021-10-26 13:09:40.203909,0.0,,,,,,
2021-10-26 15:34:40.112396,,,,-0.0156490876058917,,,
2021-10-27 13:09:40.203909,-0.0040881459551957,,,,,,
2021-10-27 15:34:40.112396,,,,-0.0215552056950383,,,
2021-10-28 13:09:40.203909,-0.0038428748548198,,,,,,
2021-10-28 15:34:40.112396,,,,-0.0321442427164045,,,
2021-10-29 13:09:40.203909,-0.0185475819582746,,,,,,
2021-10-29 15:34:40.112396,,,,-0.0433638050104586,,,
2021-11-01 13:09:40.203909,-0.0189358293189298,,,,,,
2021-11-01 15:34:40.112396,,,,-0.0387850974848453,,,
2021-11-02 13:09:40.203909,-0.0017142241161764,,,,,,
2021-11-02 15:34:40.112396,,,,-0.0334305302798524,,,
2021-11-03 13:09:40.203909,0.0,,,,,,
2021-11-03 15:34:40.112396,,,,-0.0339440817323966,,,
2021-11-04 13:09:40.203909,-0.0057980281354683,,,,,,
2021-11-04 15:34:40.112396,,,,-0.0366199795366563,,,
2021-11-05 13:09:40.203909,-0.0064984698085026,,,,,,
2021-11-05 15:34:40.112396,,,,-0.0393047347473736,,,
2021-11-08 13:09:40.203909,-0.0019541544724083,,,,,,
2021-11-08 15:34:40.112396,,,,-0.041624620092979,,,
2021-11-09 13:09:40.203909,0.0,,,,,,
2021-11-09 15:34:40.112396,,,,-0.0392134548965559,,,
2021-11-10 13:09:40.203909,0.0,,,,,,
2021-11-10 15:34:40.112396,,,,-0.0319273440133919,,,
2021-11-11 13:09:40.203909,-0.0080282382375462,,,,,,
2021-11-11 15:34:40.112396,,,,-0.0310877894308936,,,
2021-11-12 13:09:40.203909,-0.0131384035103532,,,,,,
2021-11-12 15:34:40.112396,,,,-0.0420173641152992,,,
2021-11-15 13:09:40.203909,-0.0220455545831803,,,,,,
2021-11-15 15:34:40.112396,,,,-0.0350211364469938,,,
2021-11-16 13:09:40.203909,-0.0303614342296771,,,,,,
2021-11-16 15:34:40.112396,,,,-0.0493473559079606,,,
2021-11-17 13:09:40.203909,-0.0269330532602805,,,,,,
2021-11-17 15:34:40.112396,,,,-0.0373554965680236,,,
2021-11-18 13:09:40.203909,-0.017238939548911,,,,,,
2021-11-18 15:34:40.112396,,,,-0.0400797575944387,,,
2021-11-19 13:09:40.203909,-0.0238928442903481,,,,,,
2021-11-19 15:34:40.112396,,,,-0.0227031296882551,,,
2021-11-22 13:09:40.203909,-0.0288508622275616,,,,,,
2021-11-22 15:34:40.112396,,,,-0.0179810201323485,,,
2021-11-23 13:09:40.203909,-0.03903877841031,,,,,,
2021-11-23 15:34:40.112396,,,,-0.0161220291909002,,,
2021-11-24 13:09:40.203909,-0.0500645465281871,,,,,,
2021-11-24 15:34:40.112396,,,,-0.0228880537167944,,,
2021-11-25 13:09:40.203909,-0.0400743600936048,,,,,,
2021-11-25 15:34:40.112396,,,,-0.0289686637300545,,,
2021-11-26 13:09:40.203909,-0.03808890712342,,,,,,
2021-11-26 15:34:40.112396,,,,-0.0312994616256968,,,
2021-11-29 13:09:40.203909,-0.0344826244553851,,,,,,
2021-11-29 15:34:40.112396,,,,-0.0173530210944028,,,
2021-11-30 13:09:40.203909,-0.0383928616965729,,,,,,
2021-11-30 15:34:40.112396,,,,-0.0228156027679951,,,
